algo,arch,m,k,n,meta_block_sz,block_sz,nn_row,mm_col,density,bm,bn,bk,wm,wn,wk,mm,mn,mk,nstage,spmm_time,gemm_time,speedup,error
1,sm_89,2048,256,4096,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.192152,0.0583868,0.303857,0
1,sm_89,2048,512,4096,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.338409,0.093659,0.276762,0
1,sm_89,2048,1024,4096,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.66325,0.19496,0.293947,0
1,sm_89,2048,2048,4096,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1.32954,0.317003,0.23843,0
1,sm_89,2048,4096,4096,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,3.19013,0.602145,0.188753,0
1,sm_89,2048,8192,4096,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,9.80757,1.17354,0.119657,0
1,sm_89,2048,16384,4096,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,22.21,2.32545,0.104703,0
1,sm_89,2048,256,8192,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.382255,0.110511,0.289104,0
1,sm_89,2048,512,8192,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.670517,0.177654,0.264951,0
1,sm_89,2048,1024,8192,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1.31986,0.38068,0.288424,0
1,sm_89,2048,2048,8192,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,2.64802,0.609461,0.230157,0
1,sm_89,2048,4096,8192,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,5.88537,1.16755,0.198382,0
1,sm_89,2048,8192,8192,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,20.22,2.29448,0.113476,0
1,sm_89,2048,16384,8192,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,45.8728,4.05674,0.0884345,0
1,sm_89,2048,256,16384,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.761696,0.216209,0.283852,0
1,sm_89,2048,512,16384,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,1.34832,0.354698,0.263066,0
1,sm_89,2048,1024,16384,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,2.63496,0.570407,0.216476,0
1,sm_89,2048,2048,16384,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,5.26859,1.12964,0.214411,0
1,sm_89,2048,4096,16384,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,11.5782,2.28285,0.197168,0
1,sm_89,2048,8192,16384,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,40.4693,4.17725,0.10322,0
1,sm_89,2048,16384,16384,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,94.3245,8.0651,0.0855037,0
1,sm_89,4096,256,256,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.0236855,0.0114908,0.485139,0
1,sm_89,4096,512,256,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.0395549,0.0190162,0.480755,0
1,sm_89,4096,1024,256,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.0851265,0.0316427,0.371714,0
1,sm_89,4096,2048,256,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.180583,0.054372,0.301092,0
1,sm_89,4096,4096,256,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.379161,0.0957431,0.252513,0
1,sm_89,4096,8192,256,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.998031,0.163737,0.16406,0
1,sm_89,4096,16384,256,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,2.39122,0.288138,0.120498,0
1,sm_89,4096,256,512,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.0438698,0.0237483,0.541336,0
1,sm_89,4096,512,512,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.0811389,0.0278847,0.343666,0
1,sm_89,4096,1024,512,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.163095,0.0555536,0.340621,0
